STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
ADINATH,3,2.9,3,2.9,2.98
KONARKSY,6.21,#N/A,#N/A,#N/A,6.21
SURYALA,126,134.4,134.4,126,128.25
SURYVANSP,7.84,8.13,8.13,7.84,7.99
TTL,46.4,47.1,47.5,46.3,45.2
UNIWORTH,0.6,0.58,0.6,0.58,0.59
WELSPUNIND,80.25,81,81.55,79.2,81.75
INDIANACRY,11.69,11.2,13.25,11.05,11.12
GANECOS,588.65,580,599,576.6,580.85
CEETAIN,7.17,7.17,7.17,7.15,7.17
VARDMNPOLY,18.25,18,18.6,17.9,18.2
BLACKROSE,179,180,183.9,176.25,180.9
STCORP,5.01,#N/A,#N/A,#N/A,5.01
SUMEETINDS,4.58,4.5,4.68,4.26,4.46
BINNY,111.95,112.5,113.9,106.5,108.9
RAMGOPOLY,1.29,1.29,1.29,1.17,1.23
SANGAMIND,81,80.8,81.8,77.1,80
TTLEL,0,#N/A,#N/A,#N/A,0.1
IKAB,23,23.5,23.5,23,23
KUSHIND,1.52,1.6,1.6,1.52,1.6
SRECR,15.71,15.71,15.71,15.71,15.41
SURBHIN,1.43,#N/A,#N/A,#N/A,1.43
SEASONST,5.99,6,6,5.52,5.77
ZENIFIB,37.85,37,37.9,36.05,37.75
BHILSPIN,13.11,13.8,13.8,13.11,13.8
AARVEEDEN,20.8,20.85,20.85,19.55,20.5
SANTETX,11.84,11.84,11.84,11.84,11.28
ASHIMASYN,15.45,15.5,16,15.2,15.95
PIONEEREMB,46.45,46.65,47.65,45.35,46.8
VIPPYSP,51.1,58.7,58.7,50.5,53.35
JAIHINDS,3.85,3.75,3.85,3.69,3.67
RAGHUSYN,199,199,199,199,199
JATTAINDUS,22.15,21.1,22.15,21.1,22.2
KAMADGIRI,26.2,26.5,26.5,25.65,26.5
OMNITEX,22.8,#N/A,#N/A,#N/A,22.8
PATSPINLTD,4.6,4.46,4.6,4.45,4.75
ONEGLOBAL,5.4,5.4,5.4,5.4,5.4
NEOINFRA,15.7,16.5,16.5,15.7,16
GENESIS,7.46,#N/A,#N/A,#N/A,7.46
PREMIERPOL,39.1,40.25,41.5,39.05,40.25
EVERLON,10,10,10,10,10.4
KRRAIL,14,13.56,14.07,13.26,13.56
YARNSYN,2,#N/A,#N/A,#N/A,2
GUJCOTEX,1.22,1.22,1.22,1.22,1.22
AJIL,27.35,27.45,27.45,25.65,26.8
GARWSYN,9.97,9.97,9.97,9.97,10.17
SHARDFI,10.29,#N/A,#N/A,#N/A,10.29
SARUPINDUS,15,15,15,15,14.45
MANORG,594.85,595,615,591.1,608.7
HINDADH,106,102.7,106,102.7,105.55
BPTEX,12.05,#N/A,#N/A,#N/A,12.05
SRIKPRIND,12.97,13,13,11.46,12.71
JYOTIRES,669,668.95,678,642.5,655.45
MHLXMIRU,38,39.9,40.3,37.75,39.9
SOUTLAT,6.26,6.26,6.26,5.97,5.97
OSWAYRN,4.51,4.25,4.51,4.11,4.3
WINSOMTX,27.05,28.7,28.7,27.05,27.4
ASAHIIND,3.4,#N/A,#N/A,#N/A,3.4
THAMBBI,7.71,7.71,7.71,7.71,7.35
MODINSU,45,43.6,45,43.25,45.5
ASAHIINDIA,295,295.8,298.5,290,300.55
MURUDCERA,19.6,19.85,20.3,19.55,19.85
SAINTGOBAIN,64,63.4,64.5,63,63.4
ANANTRAJ,52.5,49.5,53,48.8,50.5
MADHUDIN,11.38,12,12.14,11.31,11.9
RESTILE,1.95,2.08,2.08,1.83,1.9
MADHAV,50.05,50,50.05,49.75,50.95
RAMASIGNS,1.99,#N/A,#N/A,#N/A,1.99
HINDNATGLS,31.4,31.65,32,30.8,31.8
HALDYNGL,47.55,47.1,50.95,44.2,43.3
DUROPLY,45.8,44.6,46.45,44.1,46.4
MANGTIMBER,10.29,10.5,10.5,10.29,10.65
SHREYANIND,83,85,86,82,84.65
AGIOPAPER,2.15,2.15,2.15,2.15,2.09
STARPAPER,115.25,113.4,118.5,113.4,115.45
YASHPAKKA,91,91.95,91.95,89.5,88.55
SARDAPPR,3.8,#N/A,#N/A,#N/A,3.8
NATPLY,4.99,#N/A,#N/A,#N/A,4.99
ARROWGREEN,73.35,74,78.45,72.35,75.85
VISHNU,330.25,329,340.6,328,333
JUMBO,9.18,9.05,9.18,8.36,8.8
NRAGRINDQ,207,208,211.55,205,208.1
SRPML,1.53,#N/A,#N/A,#N/A,1.53
3PLAND,10.89,10.2,11.25,9.68,9.63
SANPA,65.5,61.95,65.5,61.95,65.2
VENTURA,4.65,4.65,4.65,4.65,4.56
SHKARTP,1.99,1.99,1.99,1.99,1.99
STHINPA,86.6,84.25,86.6,84.25,85
SCANDENT,18,17.8,18.75,17.75,18.35
VINDHYATEL,809.85,802.75,817.7,802.75,814
RIR,54.8,58.25,58.45,54,55.7
ADORWELD,382.5,361.8,389,359.25,363.8
IDM,5.05,#N/A,#N/A,#N/A,5.05
SALZER,121.1,122.85,126,118,119.8
JETKINGQ,43.5,39.9,43.5,39.9,42
INDAGIV,21.55,#N/A,#N/A,#N/A,21.55
APLAB,17.3,17.35,17.35,17.3,17.35
PCS,5.19,4.66,5.36,4.66,4.89
USHAMART,48.35,42.5,49.25,42.1,43.05
SPELS,13.41,13.7,13.79,13.3,13.39
SUBROS,300.5,301,311.95,297.2,305.35
KLKELEC,18,#N/A,#N/A,#N/A,18
PERVASIVE,96,#N/A,#N/A,#N/A,9.6
HONAUT,43200,43499,43670,43021.75,43083.55
SWITCHTE,39.2,39.2,39.2,39.2,40.8
LUMAXIND,1515,1589.95,1589.95,1492.35,1543.65
DIGISPICE,31.5,33.1,33.1,30.9,32.45
PAEL,8.13,8.13,8.13,8.13,8.55
CALCOM,25.1,23,25.1,23,23.95
DYNAVSN,66.2,66.85,66.9,66.2,66.9
BCCFUBA,14.7,14.7,14.7,14.7,15
PRECISIO,31.05,33.05,33.05,31.05,31.5
FINELINE,27.95,27.95,27.95,25.6,26.9
HBLPOWER,34.55,35.7,36.5,34.15,35
S&SPOWER,21,21.9,21.9,20,20.9
GUJARATPOLY,6.8,6.16,6.8,6.16,6.48
GIPCL,75.3,75.15,76.5,75.1,75.5
SAVINFOCO,1.72,1.72,1.72,1.72,1.64
CMI,42.35,44,44.7,42.35,44
MOTHERSUMI,214.65,217,221.75,214,219.35
MINDTECK,51.2,51.75,54,51,52.85
HAVELLS,990.85,998.25,1035,982.05,1011.35
ACIIN,0.3,0.31,0.31,0.29,0.3
SBECSYS,0,#N/A,#N/A,#N/A,2.3
INCAP,19.9,19.95,19.95,18.5,19
GUJINTRX,103.4,105.95,105.95,99,95.85
IGARASHI,356.65,372.75,373.95,356.45,375
SYMPHONY,1177,1180.55,1208.8,1168.4,1180.55
VINTRON,0.62,0.62,0.62,0.62,0.62
PANELEC,8.18,#N/A,#N/A,#N/A,8.18
VXLINSTR,5.6,#N/A,#N/A,#N/A,5.6
LEENEE,2.56,2.5,2.56,2.32,2.44
PATELSAI,144.3,147,147,141.6,145.5
BUTTERFLY,655.05,662,683.05,652.15,670
ATHENAGLO,31.55,#N/A,#N/A,#N/A,31.55
NARMP,5.45,#N/A,#N/A,#N/A,5.45
DUTRON,146.85,137.2,151.6,137.2,144.4
RSSOFTWARE,26.35,27.4,27.7,26.35,27.4
MAGNAELQ,161.75,157.15,162.8,157.15,157.1
LINAKS,0.67,#N/A,#N/A,#N/A,0.67
ELNET,127,129.2,129.2,121.25,126
ACCEL,14.1,14.1,14.1,13.5,14.1
WEBELSOLAR,39.85,39.8,40.95,39.55,40.3
ROTO,189.5,177.65,189.9,173.1,171.15
TTKPRESTIG,7377.55,7563.3,7750,7370.6,7526.45
DHINDIA,15.25,15.2,15.48,14.65,15.25
RAJGLOWIR,1004,1032.35,1036.75,1000.15,1020.3
SURANAT&P,4.21,4.19,4.31,4.16,4.25
ONWARDTEC,118,115,127,114,114
CENTUM,393.3,397.25,414.9,393.25,395.25
ALFATRAN,11.39,10.7,11.39,10.35,10.88
STARLITE,2.27,2.38,2.38,2.27,2.38
NHCFOODS,6.69,6.75,6.75,6.29,6.5
TRIGYN,81.65,77.6,86.2,77.5,78.25
KEI,518.1,527.7,527.7,515.25,520.3
INDLMETER,15.2,15.25,15.25,15.2,15.15
KEERTHI,98.35,98.3,98.35,98.3,93.7
GSCLCEMENT,35,34.5,35.75,34.5,34.45
SURAJ,35.9,35.9,35.9,35.9,36.75
APCL,211,210,218.9,206.7,209.5
MODINATUR,83.1,77.95,83.1,77,75.05
PRSNTIN,1.01,#N/A,#N/A,#N/A,1.01
SHAHFOOD,22.9,22.9,22.9,22.9,22.9
ZKHANDEN,10.5,#N/A,#N/A,#N/A,10.5
TASTYBIT,16883.2,16850,16883.2,16280,16705.6
RITESHIN,33.65,32.2,33.9,31.55,32.3
AVTNPL,47.7,48,49.15,47.15,48.8
HNDFDS,2060.1,2099.7,2099.7,2044.4,2088.85
NAHARINDUS,44.7,44.85,48,44.25,45.45
VADILENT,1781.3,1781.25,1799,1781.25,1875
VADILALIND,944.55,902.35,948.55,895,913.55
ASHAI,4.97,4.88,4.97,4.79,4.88
ADFFOODS,950.5,962.2,972.95,935.4,962.4
RGRL,26.25,28,30,24.6,25.65
WILLIMFI,4.9,#N/A,#N/A,#N/A,4.9
AJANTSOY,77.15,75.85,77.95,75.05,77.4
WILLAMAGOR,18.4,17.85,18.4,17.35,17.95
RICHIRICH,4.04,4.44,4.44,4.04,4.24
SIEL,19,19,19,19,18.3
SRDAPRT,17.87,17.87,17.87,17.87,17.02
SANWARIA,0.6,0.6,0.6,0.57,0.6
PRIMAGR,18,17.1,18,17.1,17.95
TARAI,3.74,4.11,4.11,3.74,3.92
MODAIRY,9.09,9.49,9.49,8.8,9.06
BAMBINO,204,184.15,204.8,184,180.5
PRIMIND,7.12,7.26,7.26,7.12,7.12
VIKASWSP,6.78,6.8,6.95,6.72,6.64
JATALIA,7.09,#N/A,#N/A,#N/A,7.09
VSFPROJ,8.27,#N/A,#N/A,#N/A,8.27
BANSTEA,5.2,#N/A,#N/A,#N/A,5.2
POONADAL,36.65,37.5,37.55,35.7,37.25
TRANSFD,146.25,161,161,146.25,158.05
ANIKINDS,14.5,13.55,14.5,13.55,14.02
SHINDL,27.5,28.4,29.8,27.5,28.4
DATIWARE,19,#N/A,#N/A,#N/A,19
KMGMILK,20,#N/A,#N/A,#N/A,20
KSE,2130,2135,2149.65,2110,2114.55
PIONAGR,7.95,#N/A,#N/A,#N/A,7.95
NARBADA,24.35,25.1,25.1,24.35,25.6
VIRATCRA,23,21.5,23,21.25,22.65
IBINFO,12.6,#N/A,#N/A,#N/A,12.6
AMBARPIL,7,#N/A,#N/A,#N/A,7
CHORDIA,121,120,125,117.5,118.6
CIANAGRO,36.6,36.6,37.5,36.6,38.5
TAIIND,10.83,11.4,11.4,10.83,11.4
NKIND,19.5,#N/A,#N/A,#N/A,19.5
BKV,5.52,5.52,5.52,5.52,5.26
NCCBLUE,2.92,#N/A,#N/A,#N/A,2.92
ASIANTNE,16.2,16.04,16.2,15.51,16.04
HERITGFOOD,364.4,369,370.35,361,361.5
SIMRAN,85.35,86.65,87.6,81.15,83.6
DFM,340,341.85,345,336,341.9
CCL,269,259.4,272.5,258.7,258.85
KELLTONTEC,66.15,66.9,67.5,65.5,66.8
SURFI,4.18,4,4.18,4,4.18
INTEGFD,3.24,#N/A,#N/A,#N/A,3.24
MAHAANF,16.15,16,17.45,16,15.95
RICOAUTO,40.3,39.2,42,39,39.3
OMAXAUTO,40.55,40.15,41.4,40.15,40.7
MUNJALSHOW,132.2,135,135.3,132.15,136
JAMNAAUTO,68.4,68.4,69.25,67.5,68.45
SUNCLAYLTD,3158.05,3187.45,3205,3094.65,3187.95
JTEKTINDIA,82.75,82.1,83.7,81.55,82.1
MUNJALAU,52.3,51.9,53.15,51.65,52.05
JAYBARMARU,307.85,274.5,319,273.7,266.1
RACLGEAR,247.25,257,257,238.55,249.1
SAMKRG,150.15,151.2,155,149.05,151.65
ECSTSTL,66.2,#N/A,#N/A,#N/A,66.2
SICAL,11.97,12.1,12.25,11.55,11.92
RATNAMANI,1924.1,1945.45,1956.2,1919.35,1942.5
VESUVIUS,1055,1058.95,1071.45,1048.55,1048.1
ASAL,31.75,31.75,32.8,31.75,32.45
ARCEEIN,5.99,5.99,5.99,5.99,6
ABCINDQ,65.35,71,71,64.05,68.65
BALTE,8.3,8.4,9.39,8.25,8.51
COARO,15.64,#N/A,#N/A,#N/A,15.64
SIBARAUT,7.54,8,8,7.41,7.8
SHREYAS,81.05,78.9,84,78.65,79.2
STARLOG,15.43,14.1,15.89,14,13.53
SHVSUIT,0,#N/A,#N/A,#N/A,11.6
EUROTEXIND,7.08,#N/A,#N/A,#N/A,7.08
ICIL,130.95,128.9,133.1,128.05,130.6
MARALOVER,37,36.05,37,36.05,35.25
SOMATEX,6.18,6.26,6.3,6.01,6.26
SOURCEIND,0.85,0.85,0.85,0.85,0.81
KAKTEX,0.6,#N/A,#N/A,#N/A,0.6
OCTAVE,1.69,1.69,1.69,1.69,1.61
TRIDENT,13.79,13.65,13.95,13.55,13.82
HISARSP,11.3,#N/A,#N/A,#N/A,11.3
ALOKTEXT,19.3,19.15,19.6,19.05,19.4
PASARI,1.56,1.49,1.56,1.49,1.49
SPENTEX,0.75,0.73,0.75,0.7,0.73
AMARJOTHI,106.75,109.9,109.9,105.7,107.6
OLYMPTX,32.9,32,32.9,29.8,31.35
NAGREEKEXP,17.6,17.6,17.6,17.6,17.6
SUDTIND-B,14,13.55,14.97,13.55,14.26
SBFL,6.08,5.81,6.08,5.81,5.81
GEMSPIN,1.72,#N/A,#N/A,#N/A,1.72
EUREKAI,2.45,#N/A,#N/A,#N/A,2.45
ADITYASP,5.91,5.9,5.91,5.9,5.9
PRIMEURB,8.43,#N/A,#N/A,#N/A,8.43
DHANFAB,17.5,17.5,17.5,17.5,17.5
SLSTLQ,5.83,#N/A,#N/A,#N/A,5.83
ZODIACLOTH,90.5,90.1,92.85,90.1,90.5
SRMCL,10.5,10.55,10.55,10.5,10.9
SUPERSPIN,4.75,4.49,4.75,4.32,4.32
SEASONF,1.45,#N/A,#N/A,#N/A,1.45
UNITEDTE,4.99,5.4,5.51,4.99,5.25
SILINV,187.15,207,224.9,181,189.85
SURYALAXMI,29.25,29.25,29.25,29.2,29.2
SAMTEX,0.96,0.96,0.96,0.96,0.92
CITYMAN,6.21,#N/A,#N/A,#N/A,6.21
DHANROTO,25.95,26.1,26.1,25.1,26.65
DAMOINDUS,23.05,23.05,23.3,23.05,22.65
SANBLUE,16.74,#N/A,#N/A,#N/A,16.74
UNIROYAL,4.58,4.58,4.58,4.58,4.58
TATIAGLOB,0.62,0.62,0.62,0.62,0.62
SUNILTX,12.28,12.28,12.28,12.28,12.92
SRINACHA,11.4,11.35,11.4,11.35,10.91
SAMBANDAM,82.65,77.25,85.25,77.2,81.2
KANDAGIRI,8.25,#N/A,#N/A,#N/A,8.25
CHITRTX,10.5,10.3,10.5,10.3,10.3
KITEX,97.5,97.35,98.3,97.05,97.7
CRANEX,9.1,9.58,9.58,9.1,9.13
BATLIBOI,17.85,17.55,18.3,17.15,18
AUSTENG,42.5,42.7,42.7,41.1,41.1
UNIDT,301,298.65,305.4,294,305.4
FLUIDOM,83.95,84.9,84.9,82.9,83.4
EMAINDIA,11.36,11.36,11.36,11.36,11.14
WINDMACHIN,29.6,31,31,29.5,30.2
SHANTIGEAR,136.5,135,139,134.5,134.8
MIVENMACH,6.84,#N/A,#N/A,#N/A,6.84
HONDAPOWER,1007,991.4,1020,977.15,1000.5
HITECHGEAR,169.5,163.65,171.5,159.6,166.2
ELGIEQUIP,213.3,217.3,218.55,211.05,217.1
UVDRHOR,18.8,18.8,18.8,18.8,19.55
KLBRENG-B,21.4,20.35,23,20.35,22.45
BIRLAPREC,11.58,11.58,11.58,11.58,11.03
YUKEN,447,439.95,453,435.4,449.75
TIMKEN,1409,1380.05,1418.65,1367.25,1392.85
VOITHPAPR,1090,1066,1092,1064.35,1094
ARTSONEN,46.7,46.35,47.4,46,47.35
SOLIMAC,24.2,24.9,26,24.2,24.5
DIAPOWER,0.7,0.7,0.7,0.66,0.68
INDSILHYD,13.1,12.85,13.1,11.95,12.57
TMTIND-B1,0,#N/A,#N/A,#N/A,2
ITL,97.65,102,103.45,95.3,103.55
FRONTSP,258.65,260,263,250.2,261.55
PRAJIND,234.65,230,240.85,229.55,232.55
RASANDIK,64.05,64.5,64.5,64.05,67.4
YOGISUNG,2.8,2.85,2.9,2.78,2.9
HLEGLAS,2619,2526,2652.45,2486.05,2526.15
GUJAPOLLO,207,209.55,217.4,205.6,210.25
TANAA,31.35,32.5,32.5,31,31.3
CONART,25.5,27.95,27.95,25.5,26.2
SHIVAGR,5,5,5,5,5
MMFL,464,473,473.5,445,472.95
IYKOTHITE,8,#N/A,#N/A,#N/A,8
MAYURUNIQ,436.45,446.45,455.95,435.55,448.35
CENLUB,61.4,67.95,67.95,60,63.4
RAJOOENG,23.3,22.5,24.8,21.9,22.55
JMCPROJECT,81.4,81.3,84.1,81.3,80.95
VJLAXMIE,28.35,27.1,28.35,27.1,27
AHMDSTE,16.15,16.99,16.99,16.15,16.99
GET&D,115.15,113.6,117.55,113.5,116.15
RAMRAT,84.9,83.2,85.4,83.1,84.25
JAYNECOIND,13.75,14.67,14.67,13.6,14.24
KALPATPOWR,365,387,387,365,381.1
NMSRESRC,3.2,#N/A,#N/A,#N/A,3.2
CHANDNI,59.4,60.85,61.55,58.3,60.95
TIGLOB,97.9,94.6,98.9,94.6,96.55
CONTROLPR,304.6,294.55,314,281.7,302.3
BEMHY,260.55,260.55,260.55,251.7,248.15
ANSALBU,40,39.9,40.4,39.9,39
WEIZMANIND,42.5,40,42.9,40,42.4
BNRSEC,22.4,22.5,23.35,21.15,22.45
RISHITECH,21.9,22.2,22.2,21.9,22.2
SINCLAIR,47.45,48,49,46.45,47.4
SAFARIND,623.75,599.15,626,599.15,600
ZBINTXPP,533.7,#N/A,#N/A,#N/A,533.7
JJFINCOR,5.6,#N/A,#N/A,#N/A,5.6
COSMOFE,26.1,27,27.1,25.65,25.85
ZPPOLYSA,73.7,#N/A,#N/A,#N/A,73.7
FUTURSEC,13,#N/A,#N/A,#N/A,13
SANCTRN,196.1,218,227.9,192.25,200
ADORMUL,73,73.8,74.6,72.5,71.35
EIHAHOTELS,227.95,231.65,234.6,227.95,234
MEDICAPQ,42.25,41.9,43,41.5,41.9
OTCO,2.92,2.92,2.92,2.92,2.79
MORGANITE,825.1,830,846.8,819,826.1
SIPIND,2.38,2.38,2.38,2.38,2.38
BAPACK,38.7,#N/A,#N/A,#N/A,38.7
ABAN,31.25,29.6,31.25,29.55,29.8
KOKUYOCMLN,54.95,55.9,56.25,54.1,54.7
SRMENERGY,2.5,#N/A,#N/A,#N/A,2.5
BHARATSE,68.8,68.3,72,68.3,68.7
CONTPTR,48.1,43.85,48.4,43.8,46.1
NBFOOT,1.43,#N/A,#N/A,#N/A,1.43
MACPLASQ,90,90,92,90,94.2
PEARLPOLY,15.72,15.43,15.72,15,15.95
VENKYS,1553.55,1559.7,1590.85,1552.65,1569.95
ADVANIHOTR,55.8,52.8,56.6,52.5,53.95
GVFILM,0.35,0.34,0.35,0.33,0.34
SUPERHOUSE,120.8,112.25,125,112.25,117
RAMAVISION,7.21,7.21,7.21,7.21,6.87
TCPLPACK,475.25,480.45,492,475,480.6
PURITY,2.04,#N/A,#N/A,#N/A,2.04
BALMLAWRIE,127.95,124.8,131.8,124.2,125.75
KOVAI,1245.5,1245,1340,1230,1245.65
ELDEHSG,1829,1850,1850,1800,1829.3
MICROSE,0,#N/A,#N/A,#N/A,10
STDSHOE,9.12,#N/A,#N/A,#N/A,9.12
DCMSHRIRAM,703,701.35,759.3,693,701.35
DCMSRMIND,269,260.7,279.9,249.1,263.6
MAWANASUG,43.75,41.4,43.75,41.3,41.7
MINID,6.68,#N/A,#N/A,#N/A,6.68
MAHAPEXLTD,67,67,68.85,65.4,66
NILKAMAL,1931.5,1950,1965.65,1900.15,1951.6
NAHARPOLY,130.2,116.1,138.4,112.9,116.75
3MINDIA,25500,25400,25700,25150,25499.45
JCHAC,2337.5,2425,2425,2326.2,2377.15
JMFINANCIL,80.05,84.2,84.2,80.05,82.2
ADCINDIA,198,204.95,204.95,195.5,204.7
TNTELE,5.31,4.95,5.31,4.95,5.2
SUNRAJDI,1.84,1.84,1.84,1.84,1.76
RIIL,367.35,369.5,381.45,366.7,369.5
SHARP,26,26,26.8,26,26.5
LINDEINDIA,1832.4,1825,1858,1822,1848.2
INDBNK,29.1,30.45,30.45,29.1,30.45
LOTUSCHO,14.95,14.5,14.95,14.3,15.5
PACIFICI,180,176.95,190,176.95,180.7
CMMHOSP,10.93,10.93,10.93,10.93,10.41
UNIOFFICE,2.14,#N/A,#N/A,#N/A,2.14
APMIN,23,23.65,23.65,21.35,23.15
PRECWIRE,197.9,192.95,200.4,191.95,194.55
KRYPTONQ,9.29,9.5,9.8,9.21,9.5
MARBU,31.65,30.15,31.65,30.15,30.15
FEL,9.71,9.89,9.9,9.52,9.68
INDTONER,132.35,133.75,136,132,133.3
KUNSTOFF,24,24,24,24,24
SCI,104.55,103.1,107.2,102.5,103.65
SIKA,300,319,319,298,302.6
ITI,107.9,108,109,107.45,108.35
DREDGECORP,362.85,350.45,384.2,350.45,353.6
PHRMASI,32.8,32.15,32.8,29.7,31.25
PODDAR,170,172.65,177.95,170,172.45
NFL,58,58.25,60.15,56.35,57.9
IPRINGLTD,101.55,111,111,101.55,106.85
PIIND,2506.5,2557,2596,2500,2571.5
PLASTIBLEN,227.8,230,237,225.55,234
REDEXPR,7.26,7.26,7.26,7.26,7.25
KKPLASTICK,3.23,#N/A,#N/A,#N/A,3.23
WATERBASE,105.8,106.4,108.25,105.5,107.45
FLEXFO,76.75,78,78.9,75.35,77.5
GOLKUNDIA,18.2,17.85,18.2,17.55,18.2
APCOTEXIND,233.4,219.1,235.55,215,225.6
FORTISMLR,61,61.2,62.75,61,62.15
MASTEK,1644.25,1605,1698,1605,1625.35
EIMCOELECO,343,337.7,345.3,334,343.5
SAYAJIHOTL,198.1,197,210.35,196.65,205.5
JMGCORP,0.86,#N/A,#N/A,#N/A,0.86
ASHIANA,124.6,122.9,124.6,120,124
SVAMSOF,1.9,1.85,1.9,1.8,1.81
ECOBOAR,3.75,#N/A,#N/A,#N/A,3.75
DVL,100.05,101.3,102,98,98.55
IOSYSTEM,1.8,1.8,1.8,1.8,1.79
MAHEPC,147,151,153.3,146.35,147.55
SREINFRA,7.19,6.9,7.29,6.84,7.02
MITSHI,12.7,13.09,13.09,12.22,12.99
SHUKJEW,12.5,#N/A,#N/A,#N/A,12.5
MAZDALTD,448.95,450,458.55,448.5,455.3
VICEROY,1.95,#N/A,#N/A,#N/A,1.95
SOVERDIA,5.99,6.31,6.31,5.99,6.01
MENONBE,57.2,55.1,59.5,55.1,56.1
MUKATPIP,3.9,#N/A,#N/A,#N/A,3.9
GUJRAFIA,39.05,39,39.05,39,40.2
SIMPLEXINF,30.5,31,31,30.25,30.45
INNOVTEC,18.25,19,19,17.1,19
SUPTANERY,2.69,3.1,3.1,2.51,3.05
CONSTRONIC,6,6,6,6,6.3
AXTEL,292,298.9,303.9,285.1,295
PIFL,3.04,3.02,3.04,3.02,3.17
PRECISION,0.28,#N/A,#N/A,#N/A,0.28
VRWODAR,5.94,#N/A,#N/A,#N/A,5.94
APIL,9.67,#N/A,#N/A,#N/A,9.67
MAGMA,119.9,116.55,123.65,116.55,117.8
HINFLUR,7.8,7.45,7.8,7.1,7.43
KINGFA,591.55,579.3,600,579.3,594.05
PATIDAR,1.07,1.07,1.07,1.07,1.02
RAMAPHO,128.25,130.45,132.95,127.25,131.3
VENLONENT,1.99,#N/A,#N/A,#N/A,1.99
POLYPLEX,958.9,873.3,979,870.95,867.7
ALBERTDA,435.85,440.1,443.65,427.95,443.35
HARLETH,32,30.5,32,29,30.5
ACRYSIL,324,340,340,321,326.7
KABRAEXTRU,164.25,169,173,163.15,169.8
VINYLINDIA,127.2,129.25,132.75,126,128.7
PCCOSMA,121.95,127.15,127.15,116.05,122.3
TCMLMTD,58.6,58.6,58.6,58.6,55.85
IOLCP,591.9,600.2,609.6,590.1,607.4
KESARPE,5.1,5.01,5.32,5.01,5.18
VINATIORGA,1697.45,1665.6,1745,1665.6,1690.1
LACTOSE,29.6,31.2,32.5,29.5,31.05
AARTIIND,1602.85,1543.75,1643.85,1543.75,1554.7
PNTKYOR,12.73,12.95,12.95,12.73,13.4
WANBURY,107.45,105.85,109.5,103.45,107.9
RESONANCE,132.6,141,141,129,135.05
GAEL,150.05,143.5,153.35,142.9,144.2
RCF,73.45,72.95,76.6,72.3,73.8
KOPRAN,169.3,170,180,155.6,172.85
AIMCOPEST,101.9,99.95,105,97,99.2
GUJTERC,8.66,8.64,8.66,8.64,8.25
KABRADG,4,#N/A,#N/A,#N/A,4
SEYAIND,59.3,59.35,59.45,58.15,59.5
JAYAGROGN,164.15,145.95,165.1,145.85,144.3
BCLIL,121.25,115.25,125.35,115.25,120.35
SHHARICH,58.1,61.3,61.3,57.1,60.8
INDOBORAX,820,833,840,815.05,833.5
AARTIDRUGS,709.75,718.75,722.95,705.15,718.8
BODALCHEM,96.6,96.85,101.6,95.9,97.45
ORCHIDPHAR,1532.2,1532.2,1532.2,1532.2,1612.8
VIMTALABS,256,252.9,268.5,246.3,253
BIOFILCHEM,73.8,73.8,76.85,73.8,77.65
ISHITADR,29.8,29.45,29.8,29.45,30.9
MARKSANS,71.55,70.9,73.65,69.35,71.4
UNIVSTAR,78.7,77.5,78.7,73.55,77.4
AREYDRG,29.7,30.15,30.65,29.5,29.55
NORRIS,11.45,11.15,11.45,11.15,11.15
ASINPET,3.46,#N/A,#N/A,#N/A,3.46
CAMEXLTD,24.9,24,25.25,24,24.5
EVEXIA,135.75,131.85,147,131,128.55
INDOEURO,7.48,7.48,7.48,7.47,7.34
SYNCOMF,5.49,5.49,5.49,5.49,5.6
RIDDHI,257,251,258.95,250.05,257
SVCIND,0.95,0.97,0.97,0.94,0.95
IPCALAB,2106.7,2070,2126,2070,2075.55
KILITCH,107.6,101,111.15,100.6,102.15
CORALAB,388.05,394.05,397,382.75,387.85
TULASEEBIOE,17.4,#N/A,#N/A,#N/A,17.4
BACPHAR,6.37,6.37,6.37,6.37,6.07
KREBSBIO,126.2,129.35,129.35,125.7,132
KMCSHIL,34.55,34.45,35.6,32.5,33.5
LAFFANSQ,19.15,20.2,20.5,18.9,19.7
BHASKAGR,36.75,36.75,36.75,36.75,35
SUKHJITS,199.55,197.55,206.45,197.55,201.55
NEULANDLAB,2530,2431,2547.6,2424.3,2430.95
GAYATRIBI,7,7.1,7.1,7,7.02
PODARPIGQ,208,211,216,206.1,212.55
PHARMAID,18.61,18.5,18.63,17,17.75
VIVIDIND,21.05,21.65,21.65,21.05,21.5
PRIYALT,7.2,#N/A,#N/A,#N/A,7.2
TIRUSTA,43.9,43.9,43.9,43.9,41.85
HEMORGANIC,14.5,#N/A,#N/A,#N/A,14.5
JDORGOCHEM,3.34,3.34,3.34,3.34,3.34
ASHOKALC,98.15,94.2,98.7,94.2,94
AKSCHEM,253.7,246,268.6,245,247.5
KAMRLAB,5.1,#N/A,#N/A,#N/A,5.1
BERLDRG,5.52,5.52,5.52,5.52,5.81
ISTRNETWK,1.29,1.18,1.29,1.17,1.23
GAGAN,11.93,11.93,11.93,11.93,11.7
PARKERAC,7.5,#N/A,#N/A,#N/A,7.5
SHUKRAPHAR,99.8,99.8,99.8,99.8,101.8
ALUFLUOR,246,249.55,254.25,239.2,251.35
ARCHITORG,32,33.75,33.75,31,33.75
