STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
ABB,1384,1382,1399,1362.3,1383.15
AEGISLOG,304.1,313.4,317.9,301,308.45
AMARAJABAT,810.7,798.5,814.55,797.3,802.6
AMBALALSA,26.75,26,27.9,25.2,25.2
HDFC,2420.15,2524,2525,2411.7,2531.1
ANDHRAPET,64.15,63.55,66,63.55,65.2
ANSALAPI,5.96,5.86,6.06,5.85,6
UTIQUE,2.69,2.63,2.76,2.55,2.63
ARUNAHTEL,6.62,6.6,6.66,6.6,6.35
BOMDYEING,66.2,67,68.1,66,67.3
ASIANHOTNR,67.75,63,69.9,63,72.5
ATUL,8087.85,8457,8505.1,8020,8364.15
ATVPR,4.48,4.51,4.51,4.26,4.39
BAJAJELEC,1149,1168.9,1171.9,1132.2,1148.85
BAJAJHIND,7.27,6.82,7.65,6.82,6.99
FORCEMOT,1110.6,1114,1140.15,1101.35,1122.05
BAJFINANCE,5450,5348,5524,5330,5484.75
BALRAMCHIN,278.35,269.2,285.55,269,274.45
BANCOINDIA,155.65,155,167.6,154.5,153
CENTURYTEX,481.1,481.25,496.15,474.1,489.6
BANARISUG,1740,1660.55,1875,1660.55,1648
BASF,2230,2061.9,2269.45,2061.9,2073.45
BATAINDIA,1367.3,1340,1382.3,1337.6,1352.2
BEML,1166.35,1157,1207.3,1149.8,1165.25
BEL,131.8,129.4,136.4,128.05,129.85
BEPL,158.75,163.6,165.5,158.2,163.45
TATASTLBSL,72.3,70,75,68.4,69.75
BIHSPONG,4.4,4.4,4.4,4.4,4.32
BIRLACABLE,58.6,59.05,59.5,57.95,58.65
BLUESTARCO,847.25,867.5,867.5,841,867.5
DISAQ,4521,4588,4649.95,4420,4586.65
BNKCAP,188.35,188.1,189.25,187.8,188.75
BPL,34.2,34.75,36.95,34.2,36
OAL,891.85,919,931,878,908.9
CENTEXT,5.14,5.05,5.15,5.05,5.06
CESC,607,615,622.3,604.55,622.55
CHAMBLFERT,217.9,217.1,221.5,214.45,219.5
EXIDEIND,177.9,181,182.7,176.9,178.1
CIPLA,909.05,904,920.6,901.2,906.5
DICIND,396.85,389.9,397,383.15,387.05
CRISIL,1845,1847.95,1871.1,1825.1,1848.7
CGPOWER,69.65,71.3,71.3,68.5,70.25
DABUR,538.45,541.7,545,536,541.7
DALMIASUG,253.45,240.95,259.9,239.5,241.5
ARVIND,65.9,67,67.4,65.15,67.45
BALLARPUR,1.11,1.13,1.13,1.07,1.09
BHEL,48.3,46.95,49.4,46.35,47.2
HINDPETRO*,234.55,229,245.85,226.9,229.6
IFCI,10.93,10.7,11.07,10.7,11.05
MTNL,16.05,16.1,16.35,16,16.1
MRPL,43.2,42.65,43.75,41.45,42.7
CHENNPETRO,110.55,112,114.4,109.9,112.9
RELCAPITAL,10.3,9.97,10.33,9.7,9.84
SBIN,353.45,355,362.45,350.55,359.25
SAIL,119.45,111.2,121.3,109.25,112.4
TITAN,1491.95,1510,1516.45,1471.6,1506.3
IDBI,35.3,34.95,36,34.55,35.4
DCW,38.75,38,40.4,37.25,38.55
DHAMPURSUG,227.1,215,237.25,211.55,219.65
DIAMINESQ,338.15,344,350,336,345.9
ELANTAS,3475.1,3600,3600,3451,3568.75
DRREDDY,5164.3,5120,5210.85,5120,5101.35
EIDPARRY,345.95,322,355.5,322,323.75
PGHL,6411,6401,6434.15,6314.15,6371.95
ELECTCAST,34.35,33.7,35,33.65,34.3
ESABINDIA,1775.05,1818.55,1827.6,1775,1820.65
EPL,224.2,228.15,229.55,217.6,228.15
ESTER,146.1,138.2,152,138.2,142.1
FGP,1.54,1.54,1.54,1.54,1.57
PHCAP,29.1,29.1,29.1,29.1,29.1
FINCABLES,362.3,365,365,361,365.9
COCKERILL,850,830,866.4,830,829
UFLEX,404,401,413.05,398.8,399.6
FOSECOIND,1335,1339.5,1340,1311,1339.85
GOLDENTOBC,40.9,41.1,41.35,40.9,41.3
GANESHBE,67.85,68,70.2,67.25,68.85
METROGLOBL,56.45,57.65,57.65,54.05,55.1
GTL,5.46,5.49,5.56,5.24,5.5
GODFRYPHLP,862.8,865,870,859.25,869.35
GODREJIND,508.15,518.7,518.7,506.55,515.9
KANSAINER,553,558.35,560.75,551.4,568.55
GOODRICKE,227.6,225,235,220.3,224.7
GOODYEAR,898,910,934,871,902.3
GTNINDS,9.35,9.1,9.7,9.1,9.75
GHCL,236.1,233.9,236.75,232.3,233.9
GFLLIMITED,70.1,70.5,71.1,69.8,71.1
GLFL,2,#N/A,#N/A,#N/A,2
HCL-INSYS,8.72,8.55,8.96,8.55,8.81
HDFCBANK,1412.2,1446.1,1457.3,1407.5,1472.4
HEROMOTOCO,2820.35,2845,2859.2,2810,2861.6
HFCL,27.8,27.05,28.65,27.05,27.5
HSCL,44.65,44.75,46,44.2,45.35
HCC,7.69,7.8,7.91,7.61,7.69
HINDOILEXP,101.35,98.6,107.4,98.6,98.55
HSIL,152.3,152.5,155.05,151.65,154.3
HINDZINC,305.3,306.7,312.25,301.95,307.1
NXTDIGITAL,456,453.05,483.4,453.05,476.65
HMT,27.05,27.9,27.9,26.55,27.9
PRAGBOS,1.51,1.65,1.65,1.51,1.58
HLVLTD,5.85,5.86,5.97,5.7,5.85
IGPL,464.85,472.15,480,460.65,474.75
INDIAGLYCO,472.3,463,488.5,463,468.1
INDLEASE,9.88,9.9,9.9,8.97,9.44
MARGOFIN,10.3,10.5,10.5,9.5,10
INDORAMA,37.5,38,38.5,36.3,37.05
INFY,1353.9,1349,1373.6,1346.8,1355.55
INGERRAND,745,746,756.5,744.35,739.85
INSILCO,7.44,7.7,8.03,7.12,7.62
IFSL,27.6,27.6,27.6,27.6,29.05
ITHL,59.9,62,62.5,59.5,62.95
IONEXCHANG,1407.7,1280,1424,1271,1298.75
ATFL,848.35,847,857.7,817,881.75
JISLJALEQS,19.1,18.7,19.6,18.7,19.4
JASCH,63,63.1,66.35,61.5,65.35
JCTLTD,1,1.01,1.02,0.97,0.99
JINDALPOLY,729.2,735,742.75,717.55,721.75
JSWSTEEL,717.55,720.4,740,711.4,726.85
UMANGDAIR,58.9,53.85,59.5,53.8,54.1
KAJARIACER,920.75,933,938,910.8,933.05
KAKATCEM,187.6,194.4,195.9,182.95,182.1
KSL,366.95,377,387.75,365.25,378.2
KANELIND,1.77,1.77,1.77,1.69,1.69
WHIRLPOOL,2221.5,2184.8,2246.95,2150,2172.35
KGDENIM,28.7,29.45,29.45,27.8,29.4
KINETICENG,41,40.8,41.5,39.5,41.5
KIRLOSBROS,242,236.55,252,236.55,245.65
KIRLOSIND,1285.05,1314,1314,1285.05,1302.9
KIRLFER,211.6,200.05,217.75,200.05,204.55
ENVAIREL,29.5,29.5,29.5,29.5,31
KOTAKBANK,1748.6,1786.5,1801.15,1740,1807.1
KRIFILIND,3.3,#N/A,#N/A,#N/A,3.3
KSB,889.25,890.5,899.7,871,897.35
LGBBROSLTD,299.7,301,311.95,299.7,301.25
TRENT,777.15,778,790.2,761.35,776.3
LAXMIMACH,6235.2,6108,6309,6108,6107.9
LICHSGFIN,405.8,409,417.5,404.3,411.4
LUPIN,1068.25,1050.2,1083,1049.55,1054.4
LYKALABS,41.25,39,41.25,39,39.3
RAMCOCEM,985.3,985,1003,957.55,987.25
MAFATIND,85.85,89.85,89.85,83.1,84.15
MAHSEAMLES,294.8,283.2,304.7,281.4,284.5
MAHSCOOTER,3605.65,3640.25,3665.2,3578.4,3658.3
MAJESAUT,101.9,105,105,100.05,104.5
MANALIPETC,78.95,79.6,81.45,78.1,79.6
MFSL,896.6,908,919.25,891,914.7
MESPHAR-B,5.77,#N/A,#N/A,#N/A,5.77
MIDINDIA,3.64,#N/A,#N/A,#N/A,3.64
MIRCELECTR,14.11,12.95,14.11,12.77,13.44
CENTENKA,251.7,252.95,258.7,248,255.75
LORDSCHLO,34.55,33.55,39.45,33.55,36.85
SPICEJET,63,63.7,64,62.6,63.95
MOREPENLAB,65.4,58,65.95,57.25,60.3
MRF,80487.05,77800,81700,77151.8,77712.6
HEIDELBERG,236.8,233.95,237.9,230.5,233.05
NCC,74.45,75.05,76,74,75.85
VEDL,257.35,255,266.25,251.6,254.95
NAHARSPING,104.75,99.05,104.75,99,99.8
NATPEROX,2482.1,2590,2649,2451,2620.7
GRASIM,1401.85,1346,1416.6,1275,1350.5
PEL,1679.85,1671,1713.9,1662,1690.4
NIITLTD,165.95,168.25,171.1,163.7,168.25
JAYKAY,36.8,36.1,36.85,35.45,36.15
NIRLON,275,279.5,279.5,274,278
ONGC,108.55,104,112.7,103.45,104.05
OILCOUNTUB,6.79,6.79,6.79,6.79,6.47
ORIENTHOT,24.3,25,25.5,24.3,24.95
OSWALAGRO,9.53,9.48,9.8,9.05,9.57
INDSUCR,24.75,24.3,26,24.15,24.25
RELIANCE,1994.45,2014.7,2036.4,1987.4,2023.2
PILITA,13.25,13.9,13.9,13.1,13.7
RAYMOND,321.25,323.15,327.9,316,326.9
PIDILITIND,1818.9,1846.2,1855.95,1806.35,1848.15
PIXTRANS,385,388,392.4,377,378.7
BIRLACORPN,916.55,923.6,930.35,915,918.1
SURYAROSNI,416.45,411,426.75,400.75,410.9
PRIMESECU,43.25,41.8,44,41.25,42.35
PRSMJOHNSN,129.75,124,130.6,123.5,124.85
RAIN,179.2,182,191,178.1,184.85
AMJLAND,25.05,26.7,26.8,23,23.05
PUNJCOMMU,21,22.95,22.95,20.3,20.8
RSWM,176.15,177.05,185,176.15,174.1
RAJSREESUG,21,19.5,21.1,19.5,20.15
RALLIS,280.25,286.85,286.85,278.7,284.9
RAMANEWS,14.7,15,16.9,14.7,14.75
RAMAPPR-B,12,12,12,11.63,12.09
RAMAPETRO,2.57,2.33,2.57,2.33,2.45
RAPICUT,25.65,25.55,26.55,25.55,26.6
WELSPLSOL,15,15.75,15.75,14.52,15.07
ROLTA,4.84,5.3,5.47,4.7,4.98
RUBFILA,67.05,69.4,69.4,66.2,68
RUCHISOYA,681.55,699,703.2,676,699.15
SALORAINTL,38.45,39,39,35.75,37.15
JINDALSAW,85.5,81,87.6,80,81.4
JKLAKSHMI,402.7,398,412,398,401.9
SHREECEM,27951.7,28500,28500,27850,28426
SKPMIL,14.4,#N/A,#N/A,#N/A,14.4
RELINFRA,42.5,37.5,44.2,36.95,37.5
TATAPOWER,98.85,97,101.4,96.15,97.7
SPMLINFRA,9.84,9.52,10.24,9.52,10.17
SUNDRMFAST,706.2,691,711.2,685.6,691.55
SUNFLAG,80,79.2,84.3,77.2,79.1
SUPPETRO,727.5,690.7,733.6,650.6,692.05
SWARAJENG,1465,1479.9,1490,1465,1487
TATAELXSI,3480.1,3385,3518.6,3307.25,3381.1
ACC,1879.15,1866,1902.85,1855.4,1875.8
THERMAX,1478.2,1500,1508,1473.8,1495.9
TIRUMALCHM,96.25,99.9,99.9,96.25,97
THOMASCOOK,47.05,48.25,49,47,48.2
TIMEX,33.8,35.65,35.8,33.5,35.05
TOKYOPLAST,71.3,#N/A,#N/A,#N/A,71.3
TORNTPHARM,2501,2495,2543.75,2487.25,2499.75
TRANSCHEM,27.8,28.4,28.4,25,24.15
AMBUJACEM,309,314.85,319.85,306.85,314
UTLINDS,12.59,12,12.6,11.51,12.09
UNIPHOS,78.3,82.4,82.4,76.4,78
VHL,1707,1707,1707,1707,1718
HINDALCO,364.3,370.5,376.85,361.5,372.2
WSTCSTPAPR,204.2,202,211.25,202,206.5
HOCL,40.6,39.5,40.75,38.5,38.85
MPILCORPL,282,#N/A,#N/A,#N/A,282
PASUPTAC,15.59,14.99,16.17,14.6,14.56
KORE,2,2,2,2,2
PGHH,13569.8,13440.25,13600,13251,13459.65
MUKANDLTD,114.2,106.5,114.2,104.05,108.8
AGCNET,1582.5,1627.55,1627.55,1582.5,1619.45
UCALFUEL,137.5,137.85,141.9,137.3,138.45
HARRMALAYA,156.8,152,162,152,150.9
FEDERALBNK,80.2,77.7,82.9,76.6,77.55
TATASTEEL,1033.95,1022.25,1052.5,1011.2,1031.6
SKFINDIA,2239,2241,2249.05,2200,2245.75
ASHOKLEY,112.7,113.75,115.75,112.15,115.15
CUMMINSIND,839.95,864.5,864.5,833.6,859.1
TATACOMM,1100.05,1118,1124,1081.05,1109.25
ABBOTINDIA,15159.9,15185,15282.35,14865,14994.1
BAJAJHLDNG,3421,3575,3711.4,3404.85,3500.25
BHARATFORG,609,603,620.95,595.5,605.05
ESCORTS,1118.65,1122.25,1156.7,1111.9,1130.25
HINDMOTORS,6.75,6.86,7.01,6.57,6.9
LT,1340.2,1355.8,1364.85,1337.1,1358.5
M&M,752.85,773,778.55,750.65,774.55
BOSCHLTD,13526.6,13500,13624,13472.4,13541.45
PREMIER,2.07,2.07,2.07,2.07,1.98
BPCL,422.1,415.5,437.4,415.05,419.65
SIEMENS,1882.85,1865.9,1911,1865.9,1877.5
TATAMOTORS,293.95,299,301.3,292.85,301.85
VOLTAS,958,960,977.35,954.9,967.3
GESHIP,313.7,304.05,323.95,303.35,305.45
DEEPAKFERT,260.2,262.5,272.5,258.5,263.5
EXCELINDUS,880,890,900.8,860.65,885.1
GARWARPOLY,750,741.95,760,728,741.9
GLAXO,1461,1451.1,1462.5,1427.95,1460.55
GNFC,361.85,356,373.4,350.05,358.85
NOVARTIND,646.3,645,665.65,645,649.9
SANOFI,7549.6,7499,7574,7464.05,7498.45
PFIZER,5270,5355,5423.6,5255.4,5305.15
GSFC,94.45,92.25,96.65,92.25,94.05
HINDUNILVR,2353.85,2415,2444.45,2331,2409.05
AKZOINDIA,2257.7,2239.1,2270.25,2201.1,2229.75
NOCIL,184.35,180.75,188.6,180.15,182
TATACHEM,793,760,796.95,750.5,763.05
TNPETRO,72.25,73.9,74.35,71.5,73.2
ZUARIGLOB,79.35,78.1,79.35,77.9,78.5
NESTLEIND,16311.1,16510,16567.75,16271.45,16506.95
TATACONSUM,671.8,671.9,678.25,664.95,671.55
ASIANPAINT,2540.1,2561,2604.2,2525,2613.55
BRITANNIA,3448.8,3469.8,3469.8,3438.2,3470.55
COLPAL,1482.2,1485,1492.9,1468.85,1485.55
EIHOTEL,87,89.5,89.5,86.1,87.6
INDHOTEL,111.45,111,114.7,107.55,110.55
CASTROLIND,125.9,126.6,126.6,125,126.55
ITC,202.7,204,205.6,202.1,204.35
APOLLOTYRE,216.8,207.85,223.55,203.45,207.85
CEATLTD,1380.4,1365,1417.35,1346.6,1367.15
MODIRUBBER,79.1,80,83,78.55,82.65
FINOLEXIND,151.3,152.5,153,150,150.15
SUNRINV,6.07,#N/A,#N/A,#N/A,6.07
ZGOLDINV,10,#N/A,#N/A,#N/A,10
PEOPLIN,13.35,#N/A,#N/A,#N/A,13.35
DSINVEST,234.3,234.3,234.3,234.3,229.75
CENTRUM,30.1,28.2,31.95,27.6,28.15
KARTKIN,694,#N/A,#N/A,#N/A,694
TCIFINANCE,4.71,4.9,4.9,4.71,4.95
KRATOSENER,280.55,#N/A,#N/A,#N/A,280.55
ANTARIKSH,1.17,#N/A,#N/A,#N/A,1.17
IITL,56.55,53.05,57.45,53.05,56.05
INDPRUD,1140,1190.1,1190.1,1140,1152.8
TATAINVEST,1028,1042,1070.4,1021.65,1041.25
JAYBHCR,5.08,#N/A,#N/A,#N/A,5.08
PRISMX,78.25,80.35,80.35,77.35,78.8
MOTOGENFIN,20.15,#N/A,#N/A,#N/A,20.15
RAPIDIN,30.8,#N/A,#N/A,#N/A,30.8
WALCHPF,57.15,57.15,58.95,57.15,57
ZSWASTSA,0,#N/A,#N/A,#N/A,5.61
WHBRADY,118.05,#N/A,#N/A,#N/A,118.05
SHAILY,1276.05,1349.95,1374,1264,1365
BBTC,1161.35,1170,1187.4,1144.6,1177.5
BOMBCYC,493,504.45,505,480.85,490.8
GREAVESCOT,145.65,135.95,148.9,134.95,137.75
MULLER,81.05,79.5,81.05,79.5,79.5
AMALGAM,18.5,#N/A,#N/A,#N/A,18.5
ANANDPROJ,18.3,#N/A,#N/A,#N/A,18.3
INDIANVSH,10.75,#N/A,#N/A,#N/A,10.75
COASTCORP,175.05,179,181,175,182.6
CHOWGULSTM,4.1,4.03,4.45,4.03,4.24
GLOBOFFS,5.65,5.95,6,5.52,5.81
DHENUBUILD,2.21,#N/A,#N/A,#N/A,2.21
ASIIL,28,26.3,28.2,26,26.9
SAGCEM,713,712.05,730,706.7,711.4
DECCANCE,420.35,420.15,426.45,416,421.4
MANGLMCEM,273,274.65,278.75,273,277.3
NCLIND,184.7,182.35,188,180,182.4
SAURASHCEM,62.75,62.95,64.85,61.25,61.55
SHREDIGCEM,70.35,69.85,71.5,68.65,70.05
BOMBPOT,0,#N/A,#N/A,#N/A,2505.3
BORORENEW,233.5,234,237,230.4,236.95
LERTHAI,240,#N/A,#N/A,#N/A,240
RASSIREF,7.72,7.72,7.72,7.72,7.72
TRIVENIGQ,5.25,5.46,5.46,5.25,5.45
NILACHAL,28.4,27.6,28.4,27.6,27.05
ANDHRAPAP,211.85,214.3,216.9,210.1,213.05
BALKRISIND,1768.85,1758,1806,1744.2,1768.55
ORIENTPPR,22.9,23.05,23.5,22.45,23.05
CITADEL,8.2,8.26,8.26,7.44,8.26
ROLLT,3.13,3.2,3.4,3.13,3.29
SESHAPAPER,152.5,155,156.8,152.5,155.5
SOLIDCO,27.5,#N/A,#N/A,#N/A,27.5
SHBHAWPA,3.45,#N/A,#N/A,#N/A,3.45
NATHIND,78.5,79.05,80.25,78.35,79.25
VAPIPPR,15.2,14.95,15.2,14.95,14.95
SINTEX,3.59,3.5,3.59,3.35,3.42
DCM,25.2,25,25.5,24.5,24.75
ZGAEKWAR,16.9,#N/A,#N/A,#N/A,16.9
FORBESCO,1640,1710,1710,1640,1642.05
HPCOTTON,44.9,47,47,44,45
UNITEDINT,21,#N/A,#N/A,#N/A,21
JAMSHRI,2120,2046,2246,2046,2140
KATRSPG,13.77,13.5,13.77,13.5,13.5
KESORAMIND,75.7,74.8,79.5,74.3,75.4
LAKSHMIMIL,2388,2240.05,2388,2235,2348
VTL,1172.1,1187.55,1207,1154.55,1170.75
MODERN,45.1,46.2,46.2,45,44.05
PENINLAND,7.3,7.23,7.42,7.04,7.39
PASUSPG,5.55,5.55,5.55,5.55,5.77
PHOENIXLTD,721.3,715.05,727.75,688,715.05
MARATHON,49.75,48.5,50.2,47.3,49.75
RAJABAH,2630,#N/A,#N/A,#N/A,2630
RELCHEMQ,88.95,90,91.95,87.6,92.8
RUBYMILLS,160.1,161.3,168,160,162.5
SIMPLXREA,46.55,48.95,48.95,46.55,48.95
SWANENERGY,130.6,136.75,138.95,130.6,139.45
VICTMILL,1802.3,1875,1875,1802.3,1834.45
ZSVTRADI,0,#N/A,#N/A,#N/A,7
ZSVARAJT,4.25,4.55,4.55,4.14,4.35
SALSAIN,12,#N/A,#N/A,#N/A,12
INDSOYA,0,#N/A,#N/A,#N/A,15
ZODIACVEN,8.02,8.02,8.02,8.02,7.87
VEERENRGY,8.2,8.05,8.75,8.02,8.2
SW1,21.15,#N/A,#N/A,#N/A,21.15
TILAK,2.88,2.97,2.97,2.71,2.85
KKFIN,6,#N/A,#N/A,#N/A,6
UNIJOLL,0,#N/A,#N/A,#N/A,4.55
WAGEND,2.62,#N/A,#N/A,#N/A,2.62
ELCIDIN,14.74,#N/A,#N/A,#N/A,14.74
HEALINV,3.2,#N/A,#N/A,#N/A,3.2
SAHARA,29.55,28.15,29.55,26.75,28.15
SHRENTI,0,#N/A,#N/A,#N/A,55
BANSWRAS,103.2,99.2,104.9,97.75,97.25
MODWOOL,12.9,#N/A,#N/A,#N/A,12.9
MODIPON,26,26,26,26,26
SHRIDINE,430,438.95,439,420,426.4
SRF,6429.2,6401.7,6588.85,6384.6,6441.7
SIYSIL,195.85,190.65,197.8,188.15,192.4
SWADPOL,5.45,5.45,5.45,5.45,5.45
SHRAJSYNQ,3.88,#N/A,#N/A,#N/A,3.88
SHRMFGC,3.44,#N/A,#N/A,#N/A,3.44
ZSATYASL,0,#N/A,#N/A,#N/A,3.48
BBL,1159.4,1167,1208.95,1155.45,1157.5
ELPROINTL,39.7,39.05,39.95,37.7,39.75
EMCO,1.55,1.5,1.55,1.43,1.5
GEE,41.2,41.95,42.3,40.25,40.65
HIRECT,121.3,122.5,126,121,121.85
NIPPOBATRY,747.75,747,762.95,735.3,739.35
ZENSARTECH,265.25,267.8,270.35,255,267.85
JYOTI,11.63,12.25,12.25,11.2,11.75
JSLINDL,109,#N/A,#N/A,#N/A,109
KAYCEEI,2800.05,#N/A,#N/A,#N/A,2804.6
INDOKEM,32.35,31.7,32.55,30.1,31.05
PANAENERG,207.75,209.7,212.6,203.05,209.2
NELCO,201.05,201.4,206,199.4,201.35
PERMAGN,290,290,295.9,286,293.65
HIGHENE,784.9,751.25,799.9,751.25,773
STDBAT,39.4,39.4,39.4,39.4,40.2
UNIVCABLES,143.25,133,145.4,133,141.8
WSIND,4.52,4.52,4.52,4.52,4.75
DLTNCBL,38,38.5,38.5,35,37.6
LAKSELEC,306,314.95,314.95,306,315.65
MODULEX,7.81,7.9,8.65,7.8,7.7
DELTAMAGNT,29.25,31.7,31.7,29.25,30.75
PAZEL,0.23,0.24,0.24,0.22,0.23
CONFINT,4.41,4.41,4.41,4.41,4.5
RELTD,36,30.45,36,30.45,31.5
GDTRAGN,0,#N/A,#N/A,#N/A,10
ZMULTIPU,9.61,#N/A,#N/A,#N/A,9.61
REMISIN,17,#N/A,#N/A,#N/A,17
RIDHISYN,3.4,#N/A,#N/A,#N/A,3.4
SOFTBPO,109,#N/A,#N/A,#N/A,109
NYSSACORP,5.86,5.86,5.86,5.86,5.97
FLOMIC,6.8,#N/A,#N/A,#N/A,6.8
KRISHNA,10.8,9.78,10.8,9.78,10.29
GANHOLD,14,#N/A,#N/A,#N/A,14
SJCORP,12.18,#N/A,#N/A,#N/A,12.18
UNIABEXAL,433,433.75,433.75,433,412
SARDAEN,511,499.4,524.45,498,500.75
BGWTATO,159.95,161.6,161.6,157.15,165.4
BOMBWIR,2.17,#N/A,#N/A,#N/A,2.17
UNIVPRIM,3.1,3.1,3.1,3.1,3.1
GALADA,1.15,#N/A,#N/A,#N/A,1.15
STRIPMT,0,#N/A,#N/A,#N/A,0.35
IBRIGST,18.5,#N/A,#N/A,#N/A,18.5
INDIANHUME,173.65,172,174.4,171,171.05
INLCM,327.7,#N/A,#N/A,#N/A,332.2
INVPRECQ,213.05,204.95,226,202,202
INFORTEC,30.6,30.6,30.6,30.6,30.6
KAIRA,1116,1076.2,1116,1076.2,1130
ORIENTABRA,24.3,23.5,25.25,23.2,23.55
NATIONSTD,591.95,536.3,592.6,536.25,564.45
DUNCANENG,110,115.15,124.95,110,113.9
SANDUMA,1377.3,1351,1400,1332,1345
STOVACQ,1871.25,1879.95,1891.8,1801.85,1837.4
TATAYODOGA,44.75,41.3,44.75,41.3,42.65
TINPLATE,197.6,195.4,206.5,192.6,198.55
CHOLAHLDNG,569,567.5,573.3,562.05,569.2
ZWELCAST,438.9,440,443.7,401.1,403.4
WMINIMT,0,#N/A,#N/A,#N/A,1.3
AUTOAXLES,980,980,1002.95,980,981.85
ACGL,397,396,402,391.6,398.3
SETCO,15.35,14.98,15.6,14.95,15.6
SCOOTER,34,34.9,34.9,33.75,34.2
TALBROAUTO,212,213.95,215,203.7,213.75
ZFSTEERING,371.55,366.1,373.65,366.1,368.9
SMLISUZU,451.85,457.45,461.05,445,456.85
TIL,165.5,155.3,168,155.3,162.55
EICHERMOT,2421.05,2449,2470.2,2415,2463.4
JAINEX,40.25,#N/A,#N/A,#N/A,40.25
ALFREDHE,609,605.55,609,579,613.9
VELJAN,718.9,710.1,728.9,707,712
DYNAMATECH,1026,1036.65,1085.45,1014.95,1052.15
GGDANDE,52.75,52.75,52.75,52.75,57.25
GMM,4153.2,4215,4257,4145,4224.1
KIRLPNU,311,303.65,316.9,301,298.65
TULIVE,192,#N/A,#N/A,#N/A,192
KPT,114,112.5,123.9,112.5,117.95
LXMIATO,62.85,59.9,62.85,56.95,59.9
LYNMC,24.85,#N/A,#N/A,#N/A,24.85
MANUGRAPH,11.53,11.61,12.29,11.13,11.71
MIRCH,0.78,#N/A,#N/A,#N/A,0.78
NESCO,497.7,503.55,506,493.3,505.85
INTEGRAEN,30.9,31.5,31.95,30,31.25
REVATHI,540,531.65,540,518.1,539.95
TEXINFRA,70.05,69.25,70.6,69.25,70.6
WENDT,3240,3200,3288,3180.65,3240.75
SINDUVA,15.55,#N/A,#N/A,#N/A,15.55
RESPONIND,160,162,163.65,158.35,163.3
SHYMINV,19.8,#N/A,#N/A,#N/A,19.8
MAHACORP,0.49,0.5,0.5,0.49,0.49
DOLAT,63.85,64,65.7,63.5,64.3
WESTLIFE,437,435.3,438.5,431.1,435.3
ZEEL,185.6,183.4,190.75,183.4,186.6
GOLDCORP,61.9,61.9,61.9,61.9,64.6
WWTECHHOL,0,#N/A,#N/A,#N/A,2.36
ZKOVALIN,13.46,#N/A,#N/A,#N/A,13.46
SVPGLOB,76.45,77.65,77.9,75.6,77.95
MULTIIN,32.8,#N/A,#N/A,#N/A,32.8
SKYLMILAR,7.93,8.25,8.25,7.53,7.92
REMIPRO,0,#N/A,#N/A,#N/A,0.19
BIMETAL,284.95,289.05,294.95,280,291.25
TAPARIA,90.55,#N/A,#N/A,#N/A,90.55
BHARATGEAR,78.5,78.95,80.3,78.5,79.05
BRADYM,73.15,#N/A,#N/A,#N/A,73.15
LATIMMETAL,47.9,50,52,45.45,50.5
ELECON,91.9,92,96.9,88.4,91.35
DECANBRG,4.93,#N/A,#N/A,#N/A,4.93
GRAUWEIL,44.35,42.4,45,41.8,42.85
GAJRA,1.56,1.56,1.56,1.56,1.49
HIMTEK,75.05,76.95,78.3,71.6,71.2
GABRIEL,106.15,108,108,105.85,107.6
HERCULES,116.8,122.8,122.8,116.5,118.25
HINDEVER,185,189.9,189.9,175.2,182.5
IFBIND,983,986.35,1006.25,981.45,995.1
SINGER,42.45,40.5,44.65,40.5,42.9
INTLCOMBQ,182,180,184,172.65,172.75
FMGOETZE,291.8,292,302.3,289,291.95
JOSTS,558.1,550,558.1,550,550
SCHAEFFLER,5208.2,5300.4,5309.9,5151,5301.3
RANEHOLDIN,595.75,591,607.45,591,597.9
ROLCOEN,118.2,#N/A,#N/A,#N/A,118.2
SNL,193.5,191.05,197.85,191.05,192.5
JAIPAN,7.5,7.53,8.18,7.5,7.89
MANCREDIT,58.25,59.5,59.75,58,59.15
TRF,93.05,92.4,97.4,92.4,92.65
WPIL,616,629.1,644,615,629.1
KENNAMET,1047,1058.5,1065.65,1045,1062
HINDHARD,130,126.05,130,126,131.6
TRITONV,895,929,929,880,905
SUDAI,4,4,4,4,3.88
PRAKASH,80.7,78.1,84.8,78.1,82.2
HVL,0,#N/A,#N/A,#N/A,209
ARSHIYA,32,31,32.4,30.15,31.45
GRINDWELL,925.2,909.85,930,909.85,912.9
LAKPRE,5.21,#N/A,#N/A,#N/A,5.21
ANUPMAL,17.5,#N/A,#N/A,#N/A,17.5
STANROS,82,80.75,88.1,80.75,80.75
GENESYS,106.3,107,109.1,103.25,103.95
ALNATRD,0,#N/A,#N/A,#N/A,28.95
PANKAJPIYUS,50.1,50.45,50.45,48.1,50.55
PARNAXLAB,24.3,23.45,24.5,22.2,23.35
INTELLCAP,3.2,3.2,3.2,3.2,3.2
VIVIDHA,0.71,0.72,0.73,0.67,0.7
ISHWATR,0,#N/A,#N/A,#N/A,3.19
TERRAFORM,0,#N/A,#N/A,#N/A,7.55
APIS,18.4,#N/A,#N/A,#N/A,18.4
ZKHATAUE,0,#N/A,#N/A,#N/A,10
EMERGENT,139.65,#N/A,#N/A,#N/A,139.65
KANANIIND,4.49,4.09,4.49,4.09,4.2
GCKL,15.16,15.16,15.16,15.16,15.95
