STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
NTPC,102.4,102.25,105.65,102.05,103.05
NUCLEUS,533.5,537,543.75,533,535.9
NURECA,1209.6,1209.6,1209.6,1209.6,1273.25
NXTDIGITAL,458.5,467,467.05,451.1,463.7
OAL,886.45,908,934.85,875.2,906.8
OBEROIRLTY,543,535.8,551,535.8,548.95
OCCL,929.05,940,953,921,941.65
OFSS,3465.2,3470,3568.95,3438,3469.5
OIL,122,119.25,123.7,118.05,119.5
OILCOUNTUB,7.35,7.35,7.35,7.35,7
OLECTRA,182.95,185.9,189,179.3,185.45
OMAXAUTO,40.4,41.4,41.5,39.45,40.75
OMAXE,69.65,71,71.9,68.3,70.7
OMINFRAL,20.9,20.85,21.25,20.65,20.9
ONELIFECAP,6.2,6.2,6.2,6.1,6.4
ONEPOINT,15.5,15.9,16.35,15.25,16.05
ONGC,108.2,104.15,112.7,103.3,104.05
ONMOBILE,106.2,106,114.6,103.3,105.4
ONWARDTEC,117.25,114.3,127.3,113.55,114
OPTIEMUS,132.3,129.5,136.95,129.5,131.95
OPTOCIRCUI,4.8,4.8,4.8,4.8,5.05
ORBTEXP,57.95,57.5,58.3,57.4,57.4
ORCHPHARMA,#N/A,#N/A,#N/A,#N/A,#N/A
ORICONENT,21.15,21.9,22.85,21.05,21.9
ORIENTABRA,24.5,23.35,25.4,23.2,23.5
ORIENTALTL,7.4,7.5,7.5,7.15,7.25
ORIENTBELL,215.55,218.05,219,212.95,215.35
ORIENTCEM,105.85,105.5,106.95,104.75,105.5
ORIENTELEC,271.5,276.9,279.25,266,277.85
ORIENTHOT,24.7,25,25.85,24.5,24.85
ORIENTLTD,74.65,78,79,74.65,77.05
ORIENTPPR,23.05,23,23.5,22.85,23.05
ORIENTREF,316.65,307,325,306.6,310.8
ORISSAMINE,2345,2369.65,2450.05,2335,2379.7
ORTEL,0.95,1,1,0.95,1
ORTINLAB,29,29,29.55,28.45,29.6
OSWALAGRO,9.6,9.7,9.9,9.3,9.7
PAEL,7.35,7.35,7.35,7.35,7.7
PAGEIND,29628.95,29522.55,29975,29469.55,29890.7
PAISALO,600,615.1,630,597.8,627.2
PALASHSECU,53.55,53.45,54.25,50.85,53.1
PALREDTEC,140.75,149.95,149.95,138.85,146.15
PANACEABIO,331.85,331.85,331.85,331.85,349.3
PANACHE,56.9,58.3,58.45,56.6,57.7
PANAMAPET,176,175,184.3,174,177.45
PARACABLES,9,9.15,9.2,8.85,9.1
PARAGMILK,111.6,111,116.6,111,112.05
PARSVNATH,7.85,7.9,8,7.7,7.95
PATELENG,12.2,12.45,12.45,11.95,12.3
PATINTLOG,19,18.9,19.25,18.7,19.1
PATSPINLTD,4.45,4.55,4.55,4.3,4.55
PCJEWELLER,24,23.8,24.3,23.7,23.85
PDMJEPAPER,23.25,23.6,23.6,23,23.2
PDSMFL,681.5,686.9,686.9,681.5,682.5
PEARLPOLY,15.7,15.75,16,15,15.95
PEL,1675,1687,1714,1662.5,1692.45
PENIND,18.05,18,18.75,17.45,17.95
PENINLAND,7.35,7.45,7.45,6.95,7.3
PERSISTENT,2060,2050,2184.9,2022.6,2002.5
PETRONET,239.7,234.5,243.65,234.2,234.85
PFC,108.2,106.05,110.65,105.65,107.15
PFIZER,5279,5329.9,5421.55,5256.55,5308.15
PFOCUS,66,67.05,69.5,64.35,67.7
PFS,17.1,16.9,17.2,16.75,17.05
PGEL,337,334,351.2,326.2,334.5
PGHH,13569,13491,13575,13230.05,13480.2
PGHL,6405,6380,6448,6313,6373.85
PGIL,177.55,178.95,180,175.25,180.55
PHILIPCARB,207.65,209.85,213.35,206.2,211.6
PHOENIXLTD,722,710.1,725.05,688,717.3
PIDILITIND,1813.85,1843,1856.7,1805.4,1848.2
PIIND,2505,2551.65,2596.8,2499.05,2572.9
PILANIINVS,1687,1730,1730,1660,1689.4
PILITA,13.65,14,14,13.1,13.65
PIONDIST,103,104.1,105.7,101.95,105.15
PIONEEREMB,46.9,46,47.75,45.1,46.7
PITTIENG,64.5,64.8,64.8,63.3,64.2
PKTEA,209.95,210.8,211,202,202
PLASTIBLEN,230,234.6,234.65,227.65,234.1
PNB,34.8,34.55,35.7,34.5,35.05
PNBGILTS,51.95,52,52.9,51.5,52
PNBHOUSING,370.2,375.3,375.3,368,375.3
PNC,47.25,47.25,49,47.25,49.7
PNCINFRA,236.5,241.5,242,235,242.45
PODDARHOUS,173.35,174.55,178.8,167.8,171.1
PODDARMENT,207.7,212.25,213.45,207.7,212.3
POKARNA,245,240,246.85,240,242.65
POLYCAB,1469.95,1534,1551,1460,1539.5
POLYMED,991,1013,1028,975.05,1013.05
POLYPLEX,960.15,870,978.6,865.45,868.2
PONNIERODE,174.15,164.05,184,164.05,168.1
POWERGRID,220.35,217.75,222.3,216.65,220.15
POWERINDIA,1790,1780,1860,1771.1,1807.15
POWERMECH,580,564.5,580,560.65,574.5
PPAP,190.6,192,199,186.55,192.4
PPL,136.4,140.7,141.8,135.35,140.8
PRAENG,8.7,9.2,9.2,8.5,8.65
PRAJIND,234.8,230,241,229.2,233
PRAKASH,80.5,80.4,84.95,80.1,82.15
PRAKASHSTL,0.8,0.8,0.8,0.75,0.75
PRAXIS,33.6,36.15,36.15,33.6,35.2
PRECAM,43.4,43.1,44.9,42.7,43.95
PRECOT,116.95,116.35,117.15,111.9,111.6
PRECWIRE,197.95,194,202.95,191.05,194.75
PREMEXPLN,148.9,150.05,152.4,147.1,149.6
PREMIER,2.1,2.1,2.1,2.1,2
PREMIERPOL,39.45,40.25,41,37.15,39.4
PRESSMN,23.2,22.8,24.9,22,22.65
PRESTIGE,271.8,273.15,275.95,271,276.05
PRICOLLTD,75.2,73.95,75.8,73.05,74.4
PRIMESECU,43.1,42.25,43.75,42.05,42.25
PRINCEPIPE,530.9,492.05,542,492.05,493.35
PRIVISCL,886,880,903.95,868.8,880.8
PROZONINTU,17.25,16.85,17.3,16.85,16.95
PRSMJOHNSN,130.6,123.55,131,123.3,124.55
PSB,18.2,18.3,18.6,17.85,18.3
PSPPROJECT,413,410,419.5,410,412.9
PTC,81.7,80,81.95,79.9,80.55
PTL,36.15,36.05,36.35,36,36
PUNJABCHEM,919,934.9,934.9,860.05,903.8
PUNJLLOYD,1.35,1.4,1.4,1.3,1.35
PURVA,66,67.95,69.9,65.4,66.6
PVR,1135,1170,1185,1130,1188.85
QUESS,627.25,616.95,633.85,613.25,620.35
QUICKHEAL,185.3,184,188.7,182.5,195.7
RADAAN,0.8,0.8,0.85,0.75,0.8
RADICO,564.7,574.5,582.95,563.2,574.55
RADIOCITY,23.15,23.6,23.75,23.1,23.4
RAILTEL,121.7,121.25,124.3,120.55,122
RAIN,178.3,182.95,191.1,178.05,184.9
RAJESHEXPO,527.8,534.9,534.9,510,528.5
RAJMET,90.5,92.3,92.45,90.25,90.8
RAJRATAN,1005,1005,1040,1002.5,1023.4
RAJRAYON,0.25,0.2,0.25,0.2,0.2
RAJSREESUG,20.75,19.85,20.8,19.8,19.85
RAJTV,35.3,35.5,37.5,35.1,36.2
RALLIS,283,284,284.95,278.5,285
RAMANEWS,14.6,14.95,15,14.5,14.8
RAMASTEEL,84.1,80,86.4,80,82.85
RAMCOCEM,984.95,987,1003.55,955.75,989.65
RAMCOIND,281.7,262.95,286,260,262.4
RAMCOSYS,488,483.6,490,478.65,485.85
RAMKY,73.7,70.5,73.8,70,72.75
RANASUG,14.15,11.6,14.15,11.4,11.8
RANEENGINE,267.5,264,274.95,264,271.8
RANEHOLDIN,598,592,607,583,597.35
RATNAMANI,1951.15,1949.8,1960,1919.15,1941.05
RAYMOND,321.4,323.45,327.8,320,326.1
RBL,793,796,812.95,793,808.5
RBLBANK,185.1,187,191.45,184.7,190.3
RCF,73.3,72.5,76.7,72.3,73.65
RCOM,1.55,1.55,1.7,1.55,1.55
RECLTD,127.95,126.25,131,126.1,127.85
REDINGTON,179,178.5,181.8,178,183.5
REFEX,126.5,130.55,134.4,120.95,132.35
RELAXO,875,867.7,890,862.55,868.05
RELCAPITAL,10.3,9.85,10.3,9.6,9.85
RELIANCE,1995.9,2008.5,2036,1987.55,2024.05
RELIGARE,85.9,82.6,89.5,82.3,83
RELINFRA,42.65,37.5,44.25,37.1,37.5
REMSONSIND,157.5,156,164.75,156,159.65
RENUKA,12.1,10.9,12.2,10.6,11.1
REPCOHOME,333,333,334,317.15,330.15
REPL,195.5,202.85,203,195,199.95
REPRO,342.5,351.55,351.55,338.9,348.95
RESPONIND,161.5,162.2,163.5,157.25,162.8
REVATHI,540.2,530.05,624,517,538.65
RGL,393.15,401.3,408,389.25,399.4
RHFL,2.7,2.7,2.85,2.7,2.8
RICOAUTO,40.5,39.35,42,38.9,39.35
RIIL,367.2,366.4,381.35,364.45,369.8
RITES,238.75,237,240.75,236.25,237.35
RKDL,8.7,8.95,9.1,8.5,8.45
RKEC,59.7,61.55,62.3,56.95,62.75
RKFORGE,574.05,593,595.9,567,588.3
RMCL,2.3,2.3,2.35,2.2,2.25
RML,350,350,353.15,340.2,350.95
RNAVAL,2.85,2.75,2.85,2.7,2.75
ROHITFERRO,1.65,1.65,1.65,1.65,1.6
ROHLTD,61,61,61.95,60.55,61.4
ROLLT,3.1,3.3,3.3,3.1,3.25
ROLTA,4.9,5.2,5.4,4.7,4.95
ROML,#N/A,#N/A,#N/A,#N/A,#N/A
ROSSARI,1241.15,1241,1295.9,1231.15,1241.45
ROSSELLIND,119.1,115.95,123.7,113.55,112.95
ROUTE,1638,1616,1680,1596.4,1610.65
RPGLIFE,484.9,461.05,499.8,461.05,490.25
RPOWER,4.9,4.6,5.1,4.5,4.65
RPPINFRA,60.8,61.45,62.55,58.5,62.55
RPSGVENT,350,337.4,359,332.85,336.8
RSSOFTWARE,26.7,28,28,26.6,27.15
RSWM,176,173.6,183,173.6,174.15
RSYSTEMS,116.75,114.4,117,114.4,115.05
RTNINDIA,10.2,10.2,10.2,10.2,9.75
RTNPOWER,2.7,2.6,2.7,2.55,2.6
RUBYMILLS,160.7,159.05,165.6,156,161.7
RUCHI,686,698.3,704.9,680,698.25
RUCHINFRA,5.85,5.7,5.85,5.65,5.8
RUCHIRA,63.65,62.8,65.1,61.85,61.75
RUPA,297.1,302.75,303.7,297.1,302.7
RUSHIL,177.9,182,185.35,175,187.4
RVHL,16.9,17.2,17.2,16.7,16.85
RVNL,27.1,27.25,27.65,27.05,27.3
S&SPOWER,22,22.75,22.75,22,21.85
SABEVENTS,1.35,1.3,1.35,1.3,1.3
SADBHAV,62.2,62.45,64.55,61.9,63.15
SADBHIN,19.4,19.7,20.2,19.3,19.6
SAFARI,620,605,625,590,601.25
SAGARDEEP,33.9,33.4,34.7,33,33.7
SAGCEM,715,711,732,707.4,710.75
SAIL,118.3,111,121.35,109.25,112.5
SAKAR,117,113,117.75,113,114.5
SAKHTISUG,10.9,9.9,11.6,9.9,10.15
SAKSOFT,470.05,469,474.45,469,473.55
SAKUMA,5.4,5.35,5.5,5.2,5.3
SALASAR,486,480,492.8,478,483.55
SALONA,89.95,91.55,91.55,85.4,89.15
SALSTEEL,4.8,4.6,4.95,4.55,4.75
SALZERELEC,120.1,119.75,124,119.1,119.75
SAMBHAAV,2.1,2.1,2.1,2,2.1
SANCO,8.6,8.55,8.8,8.55,8.7
SANDESH,650,655.55,671.45,643.5,657.85
SANDHAR,190.9,191,196.7,188,192.35
SANGAMIND,81,79,82.45,76.3,78.85
SANGHIIND,45.65,46.45,47.55,45.5,43.05
SANGHVIFOR,16.4,16.4,16.4,16.4,17.25
SANGHVIMOV,125.1,126,127.9,124.25,127.8
SANGINITA,23.65,23.5,24,23.1,23.5
SANOFI,7537,7491,7572,7464,7490.6
SANWARIA,0.6,0.6,0.6,0.55,0.6
SARDAEN,510,497,524,493.95,500.8
SAREGAMA,1835,1846.95,1869,1813.05,1847.6
SARLAPOLY,25.9,25.65,26.25,25.1,25.75
SASKEN,933,927,949.95,916.85,932.4
SASTASUNDR,164.4,157.4,169,157.4,163.75
SATIA,86.3,83.5,94,83.4,83.35
SATIN,87.5,87,90,86.2,89.15
SBICARD,979.95,973,1005.85,972.15,990.05
SBILIFE,929,928,940.5,919.8,928.2
SBIN,352.3,353.45,362.5,350.45,359.4
SCAPDVR,2.3,2.3,2.3,2.3,2.4
SCHAEFFLER,5248.85,5324,5324.35,5185,5299.15
SCHAND,98.2,102,102,96.05,100.35
SCHNEIDER,91,90.7,92.5,90.1,91.05
SCI,104.7,103.25,107.35,102.4,103.6
SDBL,30.8,31,31.4,30.55,31
SEAMECLTD,410,413.6,416.6,408.1,413.6
SECURKLOUD,90,90.55,91.8,87.15,90.3
SELAN,131.8,124,148.7,121.55,123.95
SEPOWER,4.1,3.95,4.1,3.8,3.95
SEQUENT,291.85,289.8,312,289,293.55
SESHAPAPER,151.75,156.65,158.45,151.75,155.85
SETCO,15.45,14.45,15.55,14.45,15.1
SETUINFRA,0.75,0.75,0.75,0.7,0.7
SEYAIND,59,59.15,59.5,57.3,59.35
SEZAL,5,#N/A,#N/A,#N/A,5
SFL,2046,2053.3,2119.9,2025.9,2072.15
SGL,8.4,8.35,8.7,8.25,8.45
SHAHALLOYS,13.45,12.5,13.5,12.5,12.95
SHAKTIPUMP,539,546,559,534.7,552.25
SHALBY,122.7,121.7,126.6,120.2,122.9
SHALPAINTS,88.3,88.95,90.75,87.15,88.95
SHANKARA,371.6,374.15,376.6,371.1,377.8
SHANTIGEAR,136.1,135,139.2,134.9,135.5
SHARDACROP,300,300,307.4,298.05,302.65
SHARDAMOTR,342,337.65,345.65,336.8,341.8
SHAREINDIA,357,354,367.3,351.5,350.25
SHEMAROO,99.35,99.2,104.5,96,97.7
SHIL,285.65,278.45,293.4,273,279.45
SHILPAMED,426.4,433.85,440.6,425.5,434.95
SHIVAMAUTO,18.5,18.8,19.4,18.5,18.8
SHIVAMILLS,47,46,48.45,45.25,46.15
SHIVATEX,155,158.2,162.7,145.6,157.95
SHK,137.95,137.8,141.9,137.55,140.7
SHOPERSTOP,199,200,203.55,191.55,200.25
SHRADHA,38.55,36,38.55,36,36.75
SHREDIGCEM,70.7,69,71.45,68.35,70.05
SHREECEM,27900,28340,28432.35,27808.15,28444.35
SHREEPUSHK,153,154.65,158,150.95,151.75
SHREERAMA,10.4,10.4,10.5,9.9,10.5
SHRENIK,2.1,1.9,2.1,1.9,2
SHREYANIND,82.55,84.85,85.45,82.2,84.4
SHREYAS,81.3,78.85,84.2,78,79.1
SHRIPISTON,765,765,787.95,765,765
SHRIRAMCIT,1410,1445,1479.65,1399.5,1445.25
SHRIRAMEPC,4,4,4,3.9,4
SHYAMCENT,5.6,5.55,5.6,5.4,5.4
SICAGEN,21.25,21.85,22.65,21,22.1
SICAL,11.6,12.25,12.25,11.55,11.9
SIEMENS,1876.75,1880,1912.35,1868,1877.45
SIGIND,29.6,30,30.3,29.45,30.05
SIL,17.8,17.5,18.45,17.05,17.9
SILGO,50.35,49.65,50.95,49.1,50.65
SILINV,186.05,191.9,191.95,184,186.9
SILLYMONKS,21,21.95,21.95,21,21
SIMBHALS,9.2,8.8,9.2,8.75,8.8
SIMPLEXINF,30.3,30.8,30.85,29.65,30.05
SINTERCOM,75,75.45,76,72.75,74.75
SINTEX,3.55,3.45,3.55,3.35,3.4
SIRCA,342.4,347.1,347.1,338,346.65
SIS,362.15,354.95,364.9,354.1,356.5
SITINET,0.85,0.85,0.85,0.8,0.8
SIYSIL,196.5,190.4,198.05,189,191.75
SJVN,25.25,25.4,25.6,25.15,25.6
SKFINDIA,2237.3,2226.7,2247.8,2195.15,2247.1
SKIL,2.55,2.55,2.6,2.45,2.5
SKIPPER,59.9,56,63.3,56,56.1
SKMEGGPROD,52.1,52.2,53.85,51.7,52.05
SMARTLINK,85.5,84.35,86.05,84,84.95
SMCGLOBAL,69.4,68.9,70.4,68.45,69.15
SMLISUZU,452,454.2,459.65,450.05,457.15
SMPL,0.25,0.25,0.25,0.2,0.25
SMSLIFE,584.7,598.35,605,584.7,606
SMSPHARMA,149.25,149.95,153.55,148.65,151.35
SNOWMAN,49.75,50,51.85,49.5,50.35
SOBHA,486.8,494.85,502.5,483,495.65
SOLARA,1522,1492,1545,1485,1502.45
SOLARINDS,1227.5,1252,1257,1218,1258.4
SOMANYCERA,421,421.1,425,415.25,420.25
SOMATEX,6.15,6.45,6.45,6.15,6.45
SOMICONVEY,40.25,39.45,40.25,39.15,38.35
SONATSOFTW,572.85,569,582,569,569.15
SORILINFRA,124.2,124.7,129.7,123,125.85
SOTL,1038.1,1032,1050,1032,1049.05
SOUTHBANK,7.95,7.95,8.1,7.9,8
SOUTHWEST,37.95,40.35,40.35,37.65,39.05
SPAL,157.05,157.6,159.45,154.1,157.6
SPANDANA,600.05,596,609,583.9,608.25
SPARC,174.45,173.85,182.3,172.55,176
SPECIALITY,40.35,40.1,40.9,38.7,40.05
SPENCERS,71.2,72,72.9,71.1,73.15
SPENTEX,0.7,0.7,0.75,0.7,0.7
SPIC,30.15,29.75,31.35,29.6,30.1
SPICEJET,62.7,63,64,62.5,63.95
SPLIL,35.95,36,36.95,34.75,36.6
SPMLINFRA,9.6,9.9,10,9.15,9.9
SPTL,3.2,3.1,3.35,3.05,3.1
SPYL,0.4,0.4,0.4,0.35,0.4
SREEL,138.95,138.6,139.85,137,138.2
SREINFRA,7.15,6.85,7.3,6.8,7
SRF,6455.1,6421.1,6590,6386.35,6440.2
SRHHYPOLTD,276,276.6,284.9,272,277.55
SRIPIPES,194.4,195,199.95,192,194.8
SRPL,28,28,28,27.15,28
SRTRANSFIN,1342,1430,1445,1335.75,1416.3
SSWL,712.5,704,719.5,691.5,706.9
STAR,865,876,889.9,861,878.3
STARCEMENT,102.6,98.75,107.2,96.9,97.7
STARPAPER,114.55,113.2,118.35,113.2,115.35
STCINDIA,78.5,77.9,81,77.25,77.75
STEELCITY,39,41,41,38.55,39.3
STEELXIND,63.75,62.05,66.95,61.6,62.6
STEL,78.95,79.05,79.5,77.1,78.45
STERTOOLS,186,194.6,195.3,183.15,192.5
STLTECH,230.2,235,236.35,229.9,236.4
STOVEKRAFT,459,463.4,463.7,455.5,464.8
SUBCAPCITY,15.95,#N/A,#N/A,#N/A,15.95
SUBEXLTD,#N/A,#N/A,#N/A,#N/A,#N/A
SUBROS,299,302.95,312,296.45,304.1
SUDARSCHEM,657,638,674.95,632.55,642.75
SUMEETINDS,4.55,4.5,4.6,4.25,4.45
SUMICHEM,299.6,304.8,309.65,298.5,307.85
SUMIT,9.45,9.6,9.6,9.35,9.4
SUMMITSEC,530,509.95,530.05,508.05,512.7
SUNCLAYLTD,3153.95,3185,3200,3061.7,3189.3
SUNDARAM,1.2,1.2,1.2,1.15,1.2
SUNDARMFIN,2488,2488.3,2528.55,2470,2511.15
SUNDARMHLD,73.7,75,75.95,73.55,76.25
SUNDRMBRAK,330.05,325.05,337.85,325.05,336.8
SUNDRMFAST,704.95,692,711,672.25,694.65
SUNFLAG,79.35,77.8,84.4,77.1,79.05
SUNPHARMA,653.75,642,666.6,640.1,644.5
SUNTECK,267.9,270.5,273,265,270.65
SUNTV,544.55,525,549.95,520.5,519.45
SUPERHOUSE,120.25,116.25,120.75,115.3,117.5
SUPERSPIN,4.7,4.4,4.7,4.4,4.3
SUPPETRO,725,690,735,630.1,691.8
SUPRAJIT,260,263.65,264.95,260,263.65
SUPREMEENG,23.45,22.65,23.85,22.65,23.2
SUPREMEIND,2047.9,2059.45,2093.35,2008.3,2049.2
SURANASOL,8.6,8.65,8.8,8.2,8.45
SURANAT&P,4.15,4.15,4.3,4.15,4.3
SURYALAXMI,29.05,31.4,31.4,29.05,30.05
SURYAROSNI,415.5,408.9,427,394,411.35
SURYODAY,250.5,249.65,250.7,247.4,249.95
SUTLEJTEX,41.75,40.2,42,40.2,41.3
SUULD,244.45,234.8,244.45,234.8,232.85
SUVEN,102.9,101,106.55,100,102.9
SUVENPHAR,538.35,537,546.65,536.4,548.15
SUVIDHAA,33.95,33.95,33.95,33.95,35.7
SUZLON,4.85,4.6,5.05,4.5,4.6
SWANENERGY,130.6,139.8,139.8,130.2,139.15
SWARAJENG,1463.8,1494.9,1494.9,1463.8,1487.9
SWELECTES,204,199.7,206,198.2,202.7
SWSOLAR,302,303,314.9,299.5,304.6
SYMPHONY,1174,1188,1205,1170,1183.65
SYNCOM,3.3,3.45,3.45,3.15,3.3
SYNGENE,555.15,573.5,574.4,551.1,575.6
TAINWALCHM,68.8,68.75,69.9,66.3,68.7
TAJGVK,108.4,108.7,108.7,106.05,107.7
TAKE,50.6,51,52.35,50.4,51.65
TALBROAUTO,212.5,215.4,216,208.6,213.55
TANLA,885,861.2,888.8,861.2,875.7
TANTIACONS,5.8,5.8,5.8,5.8,5.55
TARC,28,27.65,28.25,27.3,27.45
TARMAT,49.5,49.15,49.9,47.4,49.15
TASTYBITE,16770,16712,16900,16181.9,16712.45
TATACHEM,789,758.25,797,750.35,763.25
TATACOFFEE,130.5,133.25,139.85,129,127.8
TATACOMM,1101.1,1110,1124.85,1081,1111.75
TATACONSUM,669,671,678,665.05,671.85
TATAELXSI,3488,3380,3519.6,3320,3384.7
TATAINVEST,1026.95,1041.25,1062.75,1020.35,1041.25
TATAMETALI,1048,913,1091,908.35,920.8
TATAMOTORS,293.1,298.2,301.3,292.55,301.9
TATAMTRDVR,127.65,129.8,130.5,127.15,130.5
TATAPOWER,98.8,96.95,101.4,96.25,97.65
TATASTEEL,1025.6,1024,1052.6,1011.1,1031.35
TATASTLBSL,72.2,69.3,74.95,68.5,69.75
TATASTLLP,895.7,848,895.7,847,853.05
TBZ,63.25,62,64.8,61.8,62.55
TCI,263.6,263.05,267,261.95,265.35
TCIDEVELOP,300.6,315.05,315.05,300.3,303.75
TCIEXP,880.3,900,904.65,880.1,895.1
TCIFINANCE,4.7,4.9,4.9,4.7,4.9
TCNSBRANDS,485.5,483,490.5,479.65,483.9
TCPLPACK,476.15,480.65,492.6,475,480.65
TCS,3040,3099,3132.05,3020,3115.25
TDPOWERSYS,160,161,163.9,159.1,161.65
TEAMLEASE,3200,3306,3374.75,3200,3310.1
TECHIN,2.95,3,3.05,2.85,2.95
TECHM,958.85,973.8,976.9,955.4,976.9
TECHNOE,294.05,291.6,295.9,288.15,294.25
TEJASNET,187.85,186.5,195,184.6,190.95
TEMBO,135.2,140,140,135,137
TERASOFT,37.1,37.75,39.4,36.1,38.05
TEXINFRA,70.25,70.7,70.7,69.9,70.5
TEXMOPIPES,28.4,27.45,28.7,27.1,27.4
TEXRAIL,25.75,25.35,26.4,25.1,25.35
TFCILTD,56.8,56,57.55,55.9,56.45
TFL,2.4,2.6,2.6,2.4,2.5
TGBHOTELS,4.55,4.55,4.6,4.45,4.45
THANGAMAYL,607,625.2,628.1,601,625.2
THEINVEST,107.5,103,115.9,102.05,104.05
THEMISMED,371.5,345.75,394,345.75,351.65
THERMAX,1475.6,1500,1516,1472.85,1497.25
THIRUSUGAR,7.75,7.75,7.75,7.05,7.4
THOMASCOOK,47.8,48,49.5,47.05,48.15
THOMASCOTT,7.1,7.45,7.45,7.1,7.45
THYROCARE,1028,1051.95,1083.8,1020,1048.4
TI,36.45,35.65,37.9,34.65,35.65
TIDEWATER,4472,4505.15,4554.4,4370.35,4501.15
TIIL,389.4,389.95,400,385,393.7
TIINDIA,1234,1274.9,1274.9,1215,1264.95
TIJARIA,7,7.25,7.25,7,6.95
TIL,165.6,157,168.65,157,162.1
TIMESGTY,51,51,51,51,53.65
TIMETECHNO,75.5,76,77.8,75,77.05
TIMKEN,1400.2,1385,1420,1368.55,1389
TINPLATE,197.75,194.5,206.7,191,198.65
TIPSINDLTD,557,551.6,563.9,546.05,546.75
TIRUMALCHM,96.2,96.75,99.3,96.05,97
TIRUPATIFL,25,#N/A,#N/A,#N/A,25
TITAN,1489.85,1500,1516.55,1471,1506.8
TMRVL,11.65,11.65,11.7,11.3,11.25
TNPETRO,72.65,72.1,74.45,72,73.6
TNPL,137.9,138.05,140.25,137.55,138.05
TNTELE,5.25,5.25,5.25,4.8,5
TOKYOPLAST,71.9,73.25,73.55,70.5,72.45
TORNTPHARM,2503,2481,2544.8,2480.95,2500.45
TORNTPOWER,396,391.6,399.35,384.4,394.65
TOTAL,41.4,42.3,45.05,39.85,42.3
TOUCHWOOD,89.95,88.05,94.7,87.75,92.35
TPLPLASTEH,221,229.95,230.2,217.05,227.15
TREEHOUSE,8.45,8.3,8.5,7.9,8.3
TREJHARA,34.85,33,36.2,32.5,33.1
TRENT,778,776.6,790.7,760.95,775.85
TRF,93.95,91.9,97.35,91.15,92.8
TRIDENT,13.75,13.7,13.9,13.55,13.8
TRIGYN,81.55,77,86.3,76.8,78.45
TRIL,19.15,19.15,19.9,18.5,18.55
TRITURBINE,101.5,101,102.4,99.8,100.45
TRIVENI,123.25,120.3,126.5,116.55,120.95
TTKHLTCARE,613.2,625,639,610.05,623.45
TTKPRESTIG,7389,7560.05,7760.05,7368,7550.7
TTL,47,47.85,48,46.35,46.35
TTML,13.95,13.65,13.95,13.3,13.3
TV18BRDCST,34,33.35,34.4,33.3,33.95
TVSELECT,135.85,138,140.45,135,140.2
TVSMOTOR,630.95,628,640,622.05,633.75
TVSSRICHAK,1805,1785.5,1871,1770.1,1787.5
TVTODAY,284.2,278,295,278,280.45
TVVISION,2.2,2.2,2.2,2,2.1
TWL,47.5,46.9,48.05,46.3,46.75
UBL,1215,1192.7,1231.55,1190,1196.7
UCALFUEL,137.4,138.05,140,136.65,139.3
UCOBANK,11,10.9,11.1,10.9,11.05
UFLEX,404,398,413.9,396,400.05
UFO,71.35,72.6,72.75,70.85,71.5
UGARSUGAR,23.8,22.3,25.85,22,21.8
UJAAS,2.45,2.5,2.5,2.45,2.45
UJJIVAN,203.4,205.5,207.85,200.65,207.95
UJJIVANSFB,28.8,28.45,29.45,28.1,28.9
ULTRACEMCO,6253.1,6380,6424,6233.55,6382.45
UMANGDAIRY,59,54.35,59.25,54.3,54.35
UMESLTD,3,3.05,3.15,2.85,3
UNICHEMLAB,321.8,337.6,343.95,319.05,340.3
UNIDT,301.5,309.9,309.9,294.1,302.8
UNIENTER,80.35,78.2,81.85,76.2,78.15
UNIONBANK,33.7,34.5,35.8,33.6,34.75
UNITECH,1.5,1.55,1.55,1.45,1.5
UNITEDTEA,301.1,306.1,309,299.65,299.1
UNITY,0.9,0.85,0.95,0.85,0.9
UNIVASTU,41.85,40.45,42.35,40.15,40.35
UNIVCABLES,143.55,140.45,145.1,139,141.9
UNIVPHOTO,171.3,176.75,178.5,171.3,177.3
UPL,606,610.8,621,604.05,615.8
URJA,6.05,6.1,6.1,5.9,6.05
USHAMART,48.15,42.45,49.25,42.15,43.1
UTIAMC,637.05,626.15,649,622.95,625.55
UTTAMSTL,7.4,7.05,7.5,7.05,7.15
UTTAMSUGAR,130.5,112.15,135.95,109.65,113.3
V2RETAIL,107.95,108.2,110.55,105.6,111.1
VADILALIND,949,867,949,867,912.15
VAIBHAVGBL,4170,4252,4259.8,4150,4255
VAISHALI,38.2,38.2,38.2,38.2,40.2
VAKRANGEE,51,52,52,50.4,51.9
VALIANTORG,1545,1501.2,1616,1487.4,1501.1
VARDHACRLC,37.25,36,37.9,35.75,35.7
VARDMNPOLY,18.15,18.3,18.7,17.75,18.3
VARROC,372.9,380.65,385,368.3,382.8
VASCONEQ,15.9,16.8,17,15.5,16.85
VASWANI,9.3,9.8,10.1,9.3,9.8
VBL,955.25,937,970,933.35,937.05
VEDL,255.95,255.05,266.2,252.55,255.05
VENKEYS,1552.5,1569.75,1584,1552.1,1572.95
VENUSREM,313.9,318.4,318.55,309.45,318.35
VERTOZ,245,248.2,254.35,244.5,248.2
VESUVIUS,1045,1052,1075,1045,1048.25
